MSFT,GOOGL,NVDA,JNJ,PG,MA,DIS,ADBE,KO,NFLX,COST,WFC,WMT,LLY,NKE,LIN,UNP,UPS,MDT,ORCL,RTX,AMGN,CAT,AMT,COP,AXP,SPGI,BKNG,ZTS,MDLZ,GILD,GM
0.010897464458822448,0.000825317236963663,0.026647911724455797,-0.0023202212978347125,-0.007196928704089389,-0.001569636047600631,0.004632033257091495,0.009946673744661405,-0.005125424635266662,0.044821892439330435,0.01588014752195388,0.003389225189408096,0.005547915845784068,-0.010462830245327792,0.02354048010385168,0.0002891551092349953,0.014341443681840982,0.021355082050452667,-0.0011495241994892158,-0.003518169217608058,-0.0007635644649051088,-0.0031956103529173774,-0.01003966468176698,0.010867972323990394,-0.01881092639248938,-0.01185975503030079,0.01107679715637322,0.011303656579866317,0.011196700029116213,-0.002156307897105525,0.001944358472938612,0.01283165774167272
-0.00514866217228227,-0.03044341706370679,0.0014983582620335945,0.0019584738867641782,0.010765800350205579,0.006906155550248316,-0.01120577921082122,0.007703698606768672,0.0018400201048400788,0.01779052089858002,0.009974177932396522,0.006556664581647276,0.010421636531285916,0.010697806624331285,0.008015790288738778,0.009122719566001303,0.027282993842685732,0.02191132703138443,0.011837239643243791,0.020249187369394184,0.0027289681514830466,0.0011961859874471958,-0.0018902894350094623,0.019387929274983007,0.015149639071232901,0.05415006400865541,0.011337077176603927,-0.00685976937193522,-0.0005272480704368032,0.005984095405891177,0.0037318416704219537,-0.010957017485368037
-0.003331568113504324,-0.0008687204555183348,0.019361077655163594,0.0021988357681037574,0.00014204995735767056,0.006105731060037867,0.015287429854106582,0.005267338207003425,-0.004040482344449647,0.010349203562767917,0.016826123336524113,-0.000789620668377844,0.011594997389137385,0.00533339228481311,0.0045265822396587385,0.008053482602218276,0.011322011708803537,0.00044156953177765246,0.003818350463118403,-0.0036641005518170955,-0.006096212081213137,-0.0076944781673208285,0.007774796236413417,0.00045693747094266435,0.010565034868650347,-0.02549718592671446,-0.006925764428602377,0.007679766433145385,0.014435754671299428,-0.0029742178270321107,0.00639509088089496,-0.00017313720185585524
0.0064257440144563915,0.013543395367781264,0.06695157267576857,0.010177970566978667,0.014199492809905623,-0.009809840036927309,0.0001744013734950034,-0.006909085282995497,0.0044256356955580944,-0.0046749154912132385,-0.00932463446582188,0.00019759899070193043,-0.00872975246082297,0.013833910735392863,-0.0026184460541935906,0.0002841696888502554,0.0018312078033864143,0.06949488361893175,0.003965700318106169,-0.009296143751735708,-0.023439188964287427,0.005057007403837188,-0.01270959516783654,0.008293000453711175,0.006665058697577164,-0.007459836233663086,0.0385586594904348,0.01245350109464538,-0.004727698013793358,0.008120637928914043,0.0008867421008658116,-0.006752067191509004
0.04211423163685124,0.049595028176981915,-0.010761859778780192,-0.012126683113563685,-0.007140386322736503,-0.06044999891818548,-0.014473322085253204,-0.0037665103660019517,0.01927665861746375,-0.008376767273208019,0.007373324981191809,-0.011455678763280797,-0.008201753622551045,0.006963430865935649,-0.008791696558889117,0.006945148598631379,-0.005566634560163597,-0.026872113371230633,-0.012494984236436801,-0.009795870538922169,0.0,-0.010063199241892251,-0.017581619502939794,-0.00529725316885532,-0.02794828710605768,-0.016136967888376375,-0.004347628420673266,-0.006115332692226416,-0.004465108259463335,-0.007233329601173288,-0.014174052102798207,-0.05420952881738861
0.0036512692122085966,-0.002520258156985644,0.020040137945712244,-0.005435401481694968,0.005993042982014307,-0.008012592959913523,0.0007666742653125169,-0.0012498246650566314,0.009365999923280688,0.01678936398017883,0.004525766050180069,0.026173839565338364,0.006235985492047513,0.012711356982181066,0.012996624227768372,-0.0031664935715457476,0.012198186847406367,0.007963785877628249,-0.010040811204883093,0.0020827322691445715,0.00033645411958760363,0.002856013041843797,0.04058528148120044,0.002067067680160628,0.009673548199424564,-0.01921024491403933,0.014937344590577606,0.0006918736866490249,0.01595565044988745,0.009273091061681837,0.008536791018409318,-0.00036853379441537104
0.02241402777971535,0.015063504617947032,0.025099225476223008,0.00018419164154748202,0.0021727959878108383,0.007476767746094737,-0.0035949161827701914,0.017331928962138976,0.0058886624212211025,0.024122854476809508,0.002059017324401058,-0.0038940698476550573,0.006534291096084166,0.005565381449417206,0.01720772575607077,0.0038999577724458945,-0.0037144572449222535,-0.0020102898854932327,-0.011626966849006548,-0.0030135975558903683,-0.00369992260458174,-0.0009653853858120343,-0.0003919929074928108,-0.01412533186669851,-0.00878252100265442,-0.004753476536570322,0.009903927701816029,-0.0036999346284259937,0.016598480320165532,-0.003445388308204844,-0.036531043805092867,0.0035029244253215186
-0.006784841075794579,-0.030726930436922095,0.01016931468445681,0.0008594969938822139,-0.0024477861938421164,-0.004381274128724688,0.006624445902103426,-0.01562207603999366,-0.0035480305791051325,-0.013240449480324545,0.0006713320717115501,0.01075053678206217,0.002476130715094227,-0.021392670254595125,-0.0057384756932366,0.011810684860101173,-0.008036406729381551,-0.01203920067178188,0.003086956140176067,-0.016260198941517867,-0.003488602860973855,0.013625102268929767,0.0067154081312943426,0.00046106512243015985,0.0013424690934775718,0.0024743990801678883,-0.023156791559219903,0.02846599495840607,-0.012025859766080504,0.0027987847456791837,0.011713925213240106,0.019474579594852992
0.011415762260158058,0.013488073523424404,0.022224887747571254,0.0157648913173023,0.009955202556461318,-0.01667409910806128,-0.0021152864750413336,0.00031242143582876913,-0.0012462255292473579,-0.005064832998500357,0.010409244654103533,-0.007928785560953,-0.00046720608104311445,0.030243462135958188,0.009018250635095093,0.01424282668027832,0.0040925337765289616,-0.008345166607409249,0.008899653280083575,0.015787287247896575,-0.008469816329150004,0.02130702894246239,0.008472052746165915,0.0019496273605787984,-0.020914276758614347,-0.005969823445590938,-0.004317916386395337,-0.014403345045044147,-0.006554349790584446,0.007387967088562597,0.003960993559393389,0.001802098956502629
0.0026114920333661917,0.008014047539708136,0.007461831595553248,-0.0032006719667400096,0.006872114477593838,0.002892034226250173,0.0014720602797184679,0.023079274981667508,0.003386872065867186,0.015596422978730429,0.010744675834159834,0.013645222279883296,0.003072333526592752,0.036636178734592795,0.02782577268563191,0.0025643885012123224,-0.004075853209600466,0.01721337353819763,-0.0009893408805971005,0.0029205954135853585,0.009908829711507972,0.018062190184816806,-0.017236346801813185,-0.007252741696298637,-0.003971001818410036,-0.0032337917099989344,-0.013292030343035832,-0.007539234344268841,-0.0050423754986701486,0.015971293595657965,0.022913552676003812,0.007375424469989289
0.007305397717520812,0.011388333116279403,0.12042252018058042,-0.0027867368854760377,0.0018614596000865458,0.018213339405961593,0.0011758992596957452,0.028847071988376882,0.005507174440274598,-0.028897636531460713,0.026456729441155735,-0.022779929006862654,0.007324594472538193,0.01780219097874225,0.017043463712478113,0.009408884489405134,-0.009437925828075455,-0.00949516721850685,-0.004043524180519009,-0.0054082816173937065,-0.006879472061448566,-0.014670210880137202,0.00019647892671703637,-0.00588025762523503,0.007836095768146478,-0.00046349432715731,0.016921236477588142,0.000689816816091815,0.03144981402967306,-0.004010303226931189,-0.013944541496698215,0.047142846243722
-0.0011294641846988362,0.0039421791765801295,-0.0016443062860738156,-0.007108220011348254,0.004954528592418628,0.03982949386925316,0.031418875627605924,-0.016852667485623862,0.0042402538854560134,-0.033931856496892676,-0.00484853191046597,-0.00355591286001411,-0.00694078744827098,-0.022140256420800863,0.01179889392775535,0.0014781438289457327,0.006871895133679251,-0.011864048601309518,0.018974232946490144,-0.007110733220142107,0.03543041426028859,-0.005397047917592768,0.01124813883841913,-0.004015190437338001,0.0291911127808564,0.024111728572443036,-0.005315988631990232,0.07466524971516209,-0.004775719908700959,0.0027379319975735505,-0.002256644858500856,-0.0020463665268377618
0.0027674004430897625,0.0012025629746408306,0.03535905685108265,-0.003426605957230877,-0.0074637495879500415,0.00252300363767044,0.00706024141605166,0.004979552411290333,-0.008972510763002206,0.008873879953978925,-0.01814389937477978,0.0085249864568413,-0.00639017514904916,-0.016867935637062348,-0.031885504697382716,0.016687235569848413,0.002595907776521411,0.005186828485366002,0.00032521281492070564,0.0020010929716245407,-0.005154675183923096,-0.011227029691018964,0.04065472565901551,0.0033475222650245495,0.006361882527490925,0.01901638413217155,0.0029763349625384627,0.007976470502692123,0.00493705230153707,-0.00610335092986658,-0.00527745265469326,0.018455194940350195
