SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,FB,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,ANTM,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
1.0,0.5825889493450852,0.5915314265078272,0.5375969205924019,0.39330362745922837,0.5124912997481448,0.5294838907076559,0.5815330356505489,0.5941348989923979,0.4181662405645712,0.4201201819129773,0.12211498203597937,0.49363942587391296,0.44950605094107043,0.24585244084134203,0.41581840347148713,0.4463509622323618,0.4710218018423101,-0.28870242682083996,0.4435102851998764,0.43865511746676633,0.35188764464293193,0.6389675807759458,0.6334473962880997,0.5024752367760095,0.3269386324140567,0.22295595474181143,0.3985741955831945,0.26455723191760233,0.19454918075433789,0.419591703099338,0.23812295042060352,0.556564308993934,0.5115336840545782,0.6803235846569219,0.35602272210083186,0.5648594505326378,-0.039587182599132846,0.42008273700540527,0.15254322959979058,0.4922150115864715,0.05812740874378385,0.2985231878678534,0.46535872506165016,0.13289078546932104,0.5468984736224508,0.04003044015769069,0.5967042176467833,0.5542981792062025,0.6426415951938782,0.4483080328048749,0.5568278436254527,0.4717895019414719,0.08881265726912595,0.5331909410162025,0.34775680122277247,0.5255415729804549,0.47016083475479886,0.3972473022021586,0.0379370365446238,0.5736686139001327,0.39069454993581276,0.5897884030615297,0.30489684233016917,0.5627781197200483,0.29407464848100523,0.46301560959550636,0.3469568873025549,0.7323357968697511,0.4755711584513573,0.4383101889833001,0.08427258009861675,0.44078375543408066,0.41758751739350247,0.5974340819444612,0.528521426765939,0.7285797113617795,0.5586915550759489,0.41627509480931596,0.4602170589484178,0.47436029690261916,0.29704221046115875,0.5283669940426328,0.5731260092079693,0.4062553060174457,0.7046970694135121,0.5377230259324896,0.4452934516291727,0.6540022424684534,0.5200039377854767,0.48972010765551544,0.4839980894531095,0.3774794762371934,-0.11744603381440033,0.6622469133238055,0.10742405192170137,0.11372286212933196,0.5819921240103766,0.4771101205621894,0.5737157648067587,0.5711389727821906
0.5825889493450852,1.0,0.4446845246084267,0.5989087990097501,0.26145720320194965,0.35399589799535924,0.357472263867583,0.29823554963502985,0.40078016273150635,0.08220024695984171,0.12204305535091166,-0.08465469779082448,0.2805141813936386,0.3132612853483967,-0.0663938048621983,0.020788204378403466,0.07913075328830513,0.030652829345334243,-0.18761051734847048,0.0555803490093546,0.1418605583449626,0.11238003041175239,0.5228274795692813,0.4775268969163713,0.10907006530000043,0.1410735675701494,-0.03233237214796824,0.014693838450022293,-0.03292329563365332,-0.18501434355694252,0.18305840576930574,-0.07084538714935969,0.21045814152809525,0.3150774062012677,0.29732845883849185,0.19156491445318935,0.24588045606574369,-0.3863386721673629,0.1563550382248375,0.011734690089579919,0.3157277502890304,0.012367846594106087,0.14983015568408545,0.19238345697821269,-0.20389903416275934,0.33792222472916333,-0.011655501445143,0.32301864533653696,0.18895017643829043,0.5088962761355766,0.35237928875483665,0.3355171385815922,0.1543414368060452,-0.04351987726971881,0.30277458436445065,0.08066552450477185,0.21409468915602975,0.12793779219326526,0.13788054401750569,-0.24096890888719635,0.4163879689584258,0.2929225714380227,0.18573560964738065,0.10137659360222925,0.24991958814433798,0.06763398431791716,0.17069650802806755,0.17718900157716447,0.29325522987196456,0.2013069805285293,0.12837971845749108,0.051721002711111505,0.3633962675603987,0.20287440067180457,0.39967463882603965,0.2378191791719084,0.3575733481668273,0.25185832340844333,0.06077086514596853,0.25644427631851835,0.1017996249309928,0.037138113461702024,0.49721675288213013,0.2731473224886268,0.08600283582156064,0.4030592661954241,0.227111894412526,0.27527931818926016,0.339988166100373,0.31848530357109284,0.5813931433592526,0.1688614769831645,0.0013591299334982433,-0.279682809083926,0.4670085390218333,0.11660527013415858,-0.019661269242392115,0.30125504367466854,0.14562503379489072,0.17145407485368397,0.27668080639631326
0.5915314265078272,0.4446845246084267,1.0,0.41978552112611467,0.27317002717619804,0.8065138225580912,0.8176231333903219,0.33549577354987015,0.47991354384916196,-0.12053713691181832,-0.12115312234772753,-0.08505839867830874,0.3631528055897731,0.4082066645421209,-0.021078816097388393,-0.15325804671736187,-0.07758732470979529,-0.07427162187167946,-0.21212655530370214,-0.06222605037956162,0.0584903131864301,0.26969661699746195,0.4741164691495163,0.6635469328068416,-0.014989932339219133,0.08026055990266454,0.36042958323811053,0.34244624100060495,0.17073494013352716,-0.2808960864044277,0.401141055174334,0.26965347219151725,0.396007059830044,0.4895184932894041,0.49288093276971445,0.22981900322846988,0.08833069006593694,-0.3325456588580285,-0.006423183445268543,-0.07633341814003203,0.33804315233969656,-0.02872396725525236,0.24274232776964355,0.41668316719552184,-0.3104700125995297,0.3882017512527508,0.24862215349572253,0.48420735567567547,0.41027831134429554,0.1842352369135201,0.23475082284187992,0.40950074147025695,0.0824704241810541,-0.26836447028185845,0.5844731196837235,0.05868801706286735,0.17243292078852038,0.022152890216097156,0.09598143358120736,-0.2801651841685749,0.4282329141781853,0.3109965028716628,0.055541632926580854,0.10122583979964306,0.1675099037032686,-0.1347723602473253,-0.0008161434220655616,0.05188903479643395,0.35104023818564556,0.03139078992925126,-0.04526919257629713,-0.19429535593484723,0.010032136825252558,0.22497664614790927,0.22608157291365252,-0.02256353150621792,0.5903260411263168,0.02005332906675598,0.20513195661260172,0.2808813038650715,0.09155872100856206,-0.12507394086789517,0.3440600106934922,0.47189501621441543,-0.09451267670095294,0.5529434805063389,0.1770709824600927,0.15685931029870603,0.6226305215060203,0.47931714386826824,0.4490373184636845,-0.033141370974069606,-0.034907920278378385,-0.22531946892210272,0.20125074010224586,-0.32846927123856096,-0.04661946719979458,0.23361594694096838,0.05490303776968251,-0.017985468853870853,0.183270183704503
0.5375969205924019,0.5989087990097501,0.41978552112611467,1.0,0.01817730110066262,0.5851456270686861,0.5814148063171106,0.38977131932930464,0.5990792985549547,-0.04830483897122645,-0.0717252513886273,-0.08981176248156068,0.26854867335557514,0.2660588650155404,-0.04889723499131818,-0.01573167324525374,-0.04721425622250985,0.09419516890566702,-0.2234305939672264,0.10647537100117548,0.18755815978538803,-0.02490182172461377,0.4410733651777652,0.41393122373713825,0.06781436969059192,0.16408693385732062,-0.08755724651372043,0.09993621174895331,-0.09578456102502267,-0.08506651002342278,0.16038281401719098,-0.04539437089940107,0.16582675402322145,0.2682002571621175,0.36680868992574134,0.3525862692736342,0.07708205939622577,-0.19106583591322118,0.01944087285662438,-0.0456593219727379,0.5695524176656238,-0.0490955818406873,0.21446298080145149,0.2951696907467226,-0.11582048426489679,0.37793465713748886,-0.1869986901961379,0.19721038256091908,0.1237890034810087,0.37971363018544335,0.29990818935341207,0.4005219527462078,-0.025664488777688375,-0.044381630216154114,0.23657620218172665,0.13739364695791673,0.4032369255093491,0.0010945353522836233,0.08916844719727417,-0.07683525261452855,0.4629917067298235,-0.017759788946470283,0.09147725846959401,0.14098036767795663,0.2369784150472102,-0.0010295083854419498,-0.018912761537912874,0.11925380868490705,0.23611966403518364,0.28533815855695327,-0.027921735619126895,-0.07632135656754856,0.2610886793112732,0.12743561017380392,0.2948515138879534,0.2464690280349327,0.41210728223900234,0.2088517045948294,0.1659371914351519,0.25252615878931545,0.015022683435402575,0.0214632134974151,0.4317508620773549,0.3691687530007169,0.015684109604509142,0.4195296907050759,0.3533694726126372,0.15000216451684686,0.3295012694853145,0.39345611762008026,0.4901324414003978,-0.016755947110803002,0.11904902367746795,-0.1688926514535114,0.39384300374246345,0.03666394498663168,-0.12535402083414657,0.23102228006896225,0.027343310191339124,0.05347579378640156,0.38914476511572554
0.39330362745922837,0.26145720320194965,0.27317002717619804,0.01817730110066262,1.0,0.05433135839226681,0.07683265127031047,0.2641383585394208,0.3021294815846643,-0.023704272401731088,0.03963899381814522,-0.14134747909707776,0.04099653992907842,0.18928849731146585,-0.1549433680939307,0.13057883939855094,0.12197203531724042,0.11090925217279153,-0.13482550301372004,0.07429964163414818,0.27740749756987293,-0.026014115416979074,0.1793291602797163,0.32226396928901185,0.011124869814349294,-0.12897178798770179,0.14891761077421867,-0.040872732070130306,-0.010690035375078276,0.0010039412958520778,0.2420965502613529,0.06630598764561917,0.15622257996566144,0.269830234823672,0.3076060696766687,0.13895055502855225,0.2437190194620144,-0.19616957613696356,0.36298968146996247,0.04284289523611766,0.16783771327656358,0.03757594462305176,0.04894813925286952,0.1756367728502859,0.05944108899994358,0.24048758215525884,-0.06411761140329911,0.2831580703103266,0.12487900223264312,0.25159176029014774,0.040522010125319335,0.3071887826699888,0.03119345213833068,-0.26282773079707517,0.250019035692088,0.024044408135915803,-0.02594629217444032,0.021551520448659732,0.19723202588353725,-0.16754694316446345,0.16654615980873183,0.07898290085027289,0.11439027466414468,0.11560566841993211,0.055802748170299066,0.04850418998941795,0.05038641273391782,0.03814530032354449,0.1690736257874539,0.14967968990113034,0.031947236343074,-0.026496228927083757,0.16294481897015098,0.04304800409155333,0.06164390436795516,0.01534895885838598,0.2558213015468262,0.0552338268773314,0.10138831882519565,0.016752219497060548,-0.016669975284834753,0.24324611807446092,0.23522091245077112,0.013506864378544795,0.032599383237954735,0.27163517780844443,0.1679885587381167,0.15697434596303841,0.16931749705828233,0.1935159746869886,0.13970018589124839,0.1298771891899805,-0.16081047426780232,-0.24159716398080364,0.26464284675888705,0.10060104576502184,0.09297504109840657,0.08639842103584139,0.21110713304514805,0.19002136805612105,0.2600918132026708
0.5124912997481448,0.35399589799535924,0.8065138225580912,0.5851456270686861,0.05433135839226681,1.0,0.9935886167441347,0.344982310766567,0.43201255453003046,-0.06161446074433181,-0.10060330030654435,0.0009543321920420757,0.324403177936727,0.34710631595967867,0.018480121124904693,-0.15385932827195875,-0.0703427810356417,-0.056560307067567345,-0.192256096852414,-0.026971282175491613,0.10105008266493959,0.25723581084006564,0.3634203051754204,0.45572746744377624,0.03212495252211021,0.1818228142266879,0.1915254033297921,0.3869190940993534,0.15575328972909472,-0.2009598302577124,0.2152181633067331,0.07130159428977773,0.296757353745496,0.2658206949440299,0.38362999418225013,0.3878145428726262,0.09808576104105156,-0.13928944988164613,0.06856347344911816,-0.14373960763104404,0.30433459109746025,-0.07473352735566606,0.2641045860343978,0.4379115020378942,-0.1398151952396564,0.2610920055397236,0.08720478128062216,0.3750141053532231,0.3064693340017268,0.1180081213264114,0.1490760505646873,0.2773686463386484,-0.011468034280512343,-0.12073193217846298,0.41222933532021416,0.016587918542059387,0.285147125786316,0.02936752890176597,0.056284306126749985,-0.15313046417092555,0.31343016703698423,0.10707864713067028,0.05990377633129115,0.08294821550483285,0.21298091794821536,-0.06074904967297286,-0.004113299906566537,0.07508548558186917,0.26756235653825744,0.09207725258663232,-0.0018485691759727262,-0.06499597562299146,0.006663625371515453,0.15359789419672168,0.21468765618323146,0.033437761625718564,0.5351194822884924,0.08797366161077644,0.14662692174081746,0.22742936683420456,0.03779696798246304,-0.14565091429626364,0.23790091048368034,0.39822562278762297,-0.03875867858654634,0.39735558943582155,0.22636728104550882,0.022580234503390334,0.5199674916113332,0.3932900775746415,0.338386459968031,-0.023030377055904716,0.03786018935209482,-0.0704177757570488,0.08278409442196047,-0.29003520597311466,-0.10100530956680058,0.21660808976129517,0.012724784663427533,-0.040305283748280796,0.22933457250409245
0.5294838907076559,0.357472263867583,0.8176231333903219,0.5814148063171106,0.07683265127031047,0.9935886167441347,1.0,0.3750472104095138,0.4320353357907953,-0.06353807280948197,-0.1009661614960694,-0.015946000600325267,0.31268362784955617,0.36897511041641573,-0.012525714741571664,-0.13900886109246605,-0.07717707694850792,-0.03385687291722506,-0.20348952061483408,-0.04311057899811039,0.09878846900217339,0.24972800154723374,0.36964978381790675,0.4868622249219481,0.02526484148003954,0.1527251408391199,0.18470676725466204,0.3868154343090542,0.14200637897398807,-0.1965031889172568,0.23434373741919834,0.07017802080640194,0.3029082544899624,0.30114613790751454,0.3988090944267938,0.39807562937794544,0.09580821940324466,-0.17509483124023276,0.07896638071934253,-0.1402536847677871,0.32844152578953506,-0.07208048159829573,0.2506934726641845,0.4426736584524532,-0.14525287218462052,0.27608501707961275,0.0683099759289562,0.40295923177492754,0.32010802305396,0.14524311217968477,0.13975451628419652,0.28912448144986386,-9.237005202979251e-05,-0.12397133178544989,0.43355835364681583,-0.023196204648526328,0.2817778030041353,0.02417819244245394,0.06133562309348975,-0.17002191325107383,0.3393137912323231,0.12009563388554181,0.059310600547718126,0.06937852900839417,0.23143334512813926,-0.06792067661938471,-0.0022661136580710032,0.06819713052367186,0.28211711150270824,0.10403386931740324,0.006021839474828318,-0.08710882439597092,0.002006984305773106,0.1537369272001471,0.21558360676822444,0.014239360198386267,0.5356483546809732,0.06965383458413248,0.19051275733571219,0.22386281635181202,0.04710362625552402,-0.11875455111181714,0.250074029269449,0.3779300655600876,-0.03601360212393284,0.4275951144944433,0.22588608912196395,0.02500809722758671,0.5356119915821502,0.4140718864811661,0.34531272194936324,-0.01857680804337024,0.019091047814391575,-0.0893732482009656,0.1031416544489107,-0.2923715238473898,-0.033132657617187415,0.22098033412217125,0.029622597341212437,-0.04044593478260137,0.24165787604908132
0.5815330356505489,0.29823554963502985,0.33549577354987015,0.38977131932930464,0.2641383585394208,0.344982310766567,0.3750472104095138,1.0,0.24212341272826549,0.1101399004377375,-0.014777494045923746,0.04928163401440102,0.026512067391230975,0.0830814520921062,-0.07416197427690187,0.28565927602453806,-0.016523500580224032,0.30790067831920287,-0.1925020641334535,0.09220483220714287,0.31883907039887316,0.12695970013017285,0.25141395375762565,0.3911189499751715,0.22690324730409814,0.06422016299904204,0.051296121482634266,0.1853342633340634,0.15978561208394884,0.10867042871981886,0.2605274033607792,-0.011944903842778874,0.12297041606237541,0.28495910574244837,0.46159790199581535,0.6413450284217895,0.20895032759167273,-0.024289114876596,0.3434017146024588,0.1730321235756164,0.34700543315088545,-0.05853392627625989,0.025950176083673396,0.41152824817502703,0.12948340610032458,0.35052934444349754,-0.13617927724563553,0.21384827573726561,0.17290484488956703,0.49853326931656394,0.13555699333501064,0.3383303702640502,-0.015045473737564213,0.048597554275169076,0.2495529484317707,-0.17670026438772354,0.4988032766103223,0.0708615136546207,0.14777777593362898,0.1291567914596972,0.342144899784229,0.05746442808297472,0.1804732075239957,0.09122600234994592,0.40213916141091494,0.037653252033192454,0.04154537543222797,0.22767086449339205,0.21970257554543968,0.41774626667968273,0.27792352107016355,0.06766541050870495,0.13370650203097498,-0.021194058595295356,0.24913205783409115,0.25630008442069413,0.22191823578086334,0.1970322807739414,0.21516640939874385,0.19548715805385722,0.045097736937382955,0.34127706125621493,0.5012887672146961,0.05460028742369865,0.3595702688514633,0.49839483920646843,0.3260415732666614,0.29908984470627303,0.19797198266261848,0.34246631247427345,0.3580963204112915,0.06833123429338496,0.06192393726628409,-0.07431060121725291,0.4349100284865435,-0.04520728943721164,0.4420555667702292,0.32330769174461066,0.25519798054308,0.19465307312337457,0.41385731820687083
0.5941348989923979,0.40078016273150635,0.47991354384916196,0.5990792985549547,0.3021294815846643,0.43201255453003046,0.4320353357907953,0.24212341272826549,1.0,-0.034794357868531814,0.02603045848837858,-0.09286601736025084,0.2768550142450241,0.33359904737103885,-0.07098255365374291,0.16289550460631153,0.05864140967862273,0.11793976263660179,-0.19123702741664816,0.2008452688448657,0.11129792555041366,-0.04619970844729443,0.505671275344342,0.5766534123159761,0.13885700655465893,-0.0016098754315996013,0.20231810940543177,-0.036899859441904104,-0.007874700039725551,-0.14260732828088718,0.2221809366620077,0.16603151205581415,0.2820080110549726,0.39268079318095245,0.5118811271154489,0.1697742835373566,0.09370929295035164,-0.3467709909175801,0.13215192412917276,0.06020890278866176,0.656579110000641,0.09285749150959562,0.226795966689243,0.14394268441424182,-0.28714748208510266,0.3980414363612594,0.12513759286359297,0.39265865599798916,0.36630501436422375,0.5154489858096909,0.14052835687738544,0.731101116480065,0.07721333015834228,-0.38248769805679333,0.4690308606741983,0.3161332273912671,0.118865183821422,0.16412698150154395,0.0835877701646297,-0.17768330988846834,0.49657366497754535,0.10349780186343964,0.09076691493015979,-0.008351059107527528,0.0019945394500442523,-0.0368064696064258,0.12712475248587418,-0.024481823540230655,0.4573265587625553,0.09697806174830824,0.10920493109397451,-0.12455736812581959,0.1097815953373283,0.2892184809562549,0.31988810721772976,0.1974307359106203,0.4134887675918386,0.22828832338423927,0.3515880939549071,0.10278305700992864,0.1207460263055192,0.11647798333441949,0.4900293291735953,0.5448362644039745,-0.11956460555226775,0.5454258387154997,0.23989992650694641,0.26348627596162666,0.3093458447851203,0.5389275802858429,0.45874306502561984,0.03764157373456538,-0.09250887890316926,-0.26515559006031747,0.5693210508117263,-0.16639440360402716,-0.26033426686816197,0.15990306849566144,0.2863217544849394,0.10227400685203793,0.20271190062845126
0.4181662405645712,0.08220024695984171,-0.12053713691181832,-0.04830483897122645,-0.023704272401731088,-0.06161446074433181,-0.06353807280948197,0.1101399004377375,-0.034794357868531814,1.0,0.733531164720901,0.38577216298805894,0.19096890789267634,0.006215828749670203,0.4828563382912134,0.38076906651527387,0.7440988379127017,0.347520226456127,-0.134472561354657,0.5116092683013621,0.26601002802685947,0.2874080104200975,0.07786531151394185,-0.051513086859827854,0.5657918946099564,0.33318615936718116,-0.13918237892684687,0.4568686531828994,0.1892248389023348,0.32757289153131486,-0.009217275035386644,-0.01971908187005987,0.23673900810511242,0.0506224697492249,0.13082408776499338,0.009154342374638132,0.741488895614365,0.4292986044639905,0.33348293974129295,0.35216050479694494,-0.07948268876367583,0.17570691159681384,0.15619794913286938,0.1664242273093786,0.48684003445436297,0.09698149052195323,-0.14099513737688046,0.16068661969226503,0.3039739453005469,0.16235795075405776,0.15902161455365244,-0.009737846704316284,0.5884267324957101,0.45558440302875014,0.04847094755814472,0.4038871068142894,0.3833627535635698,0.6310353579469105,0.3745661365212988,0.24077539352624527,0.05166609391461348,0.3882656074991634,0.745229573031011,0.289750489020107,0.4854380432527948,0.5992878506800033,0.7012437597379643,0.3541936753669096,0.48529748077054624,0.24321080832707082,0.6233974896573141,0.2410780844299325,0.35111171527367696,0.3060926493795823,0.281079098276498,0.5520218564079955,0.1559577903570776,0.6489176457815935,0.1282736886929562,0.3504816890218173,0.4761456219056631,0.3005420352069952,0.1537514710955734,0.18887370408779322,0.5334016340797891,0.04206053860104606,0.2803635571363639,0.35988797305550235,0.13401645294174636,-0.16357856974512808,-0.025719114768486914,0.7580035355223865,0.5574111701203023,0.2472027458961236,0.10234712036872763,0.3896723167226138,0.13218989781897045,0.3588775217090063,0.40567113167533253,0.7301965959628955,0.17279201046293524
