AAPL,TSLA,FB,JPM,HD,BAC,XOM,AVGO,PEP,TMO,CMCSA,ACN,INTC,PYPL,MRK,T,LOW,NEE,AMD,INTU,MS,AMAT,CVS,GS,BA,SBUX,GE,ISRG,ANTM,MU,NOW,ADP,PNC,ADI,SYK,TJX
0.0014738450853266638,0.032571047129391406,0.0032279068826102097,-0.007843508641660724,0.017837692693487783,-0.005521345550714152,-0.018167548764429386,0.0093444944242278,-0.013204414391292718,0.004639974946958336,-0.01242919848416757,0.0038172433896577207,0.011377991214645222,-0.05863902886153216,0.0012335001307222093,-0.0057891985434618265,0.01071066004698551,-0.001310832130481665,0.025259923161986997,0.01370652061686739,-0.0037751524511817625,-0.004776781976377431,0.009413143905741661,-0.0007355829686820359,-0.008465568055491368,0.005094017174541943,-0.02688683438463846,-0.0005002440148992315,0.014998267595917492,0.005419771032965093,0.007678703317213431,0.00779160760690889,-0.0003290052641563568,0.010682843668728292,0.009789471378380599,0.01284056351269669
-0.005284887289404905,0.017539141695504856,-0.05051485692229851,0.013451258285966494,0.0037573144803388914,0.01580180855188562,0.0068591413921590405,0.002450512613691558,0.0049630380235474725,0.005835002730280703,0.003516639238635433,0.01921531174705371,-0.11678573665203318,-0.011553853623665788,-0.0002464150734292625,-0.010481401535308965,0.005936166503199614,0.007278426845967578,0.004106241986514547,0.02152673017142237,0.015157603112892826,0.019423950084400454,0.007598470027290638,0.016511692900320618,-0.0063916914276132,0.0009612010486974576,0.008725187106041865,0.00556483262281704,0.006807453486809445,-0.016462747017981116,0.0004516676085672966,0.014158624565058453,0.015747682789647888,-0.0021811272783965885,-0.002568298704926697,-0.008039533522712472
-0.0003362675555147465,0.12661594583056024,0.012568982082991065,-0.004889955449594474,0.01439937572032668,-0.0012612751699051516,0.019486675684390997,0.012921889102124995,-0.004688466150480575,-0.006879546228726774,-0.0025820493025129343,0.007490262269877146,-0.0010108651696449922,0.02695512125977162,0.006284706038448551,0.005884663586539718,0.01333217964621558,-0.0015398991277112417,0.021198472058058693,0.01990527532771047,0.0010805616475548785,-0.0012506252845332355,0.0018281514820690514,0.0010378989731931743,-0.00046957835818384197,0.0013967376366712525,0.012013479121078419,0.006061160080840455,0.0028153184964554434,0.018515832685276568,0.0032038900366344603,0.001469615131735491,0.002221425350692696,0.011770025509262316,-0.009719751277164068,0.017144597012602514
0.004574859348776439,-0.006274020615192222,-0.039185873580406816,0.0026910086797085064,-0.005548667136263896,0.009471630973078016,0.023154571395855195,0.022602293432366638,0.012247260001443383,0.0009708270636805683,-0.005917247009229132,-0.00028052409936352163,-0.022869867200577043,-0.01571615686193073,0.007225012378863971,-0.010530380898035707,-0.003235239130663148,0.013999291957646154,0.004658382575849718,0.01004046792912816,0.015307602782833385,-0.027695796879102064,0.007299261772049759,0.006895681951241794,-0.014374959500089268,0.0018307071177214862,0.020322835531865202,0.014872423305698934,0.003865943534660854,0.0026178196565733725,-0.017623508809672228,0.0033474838346920777,-0.002262625535509155,-0.003545313068631706,0.00047611230602950805,0.001072643335354062
-0.00314759903086248,0.019078378303384103,-0.01136758293164708,-0.020828430029178002,0.008450697445028243,-0.01918255475734809,-0.025972010512792187,-0.02015480258022706,-0.00347460840360736,0.006493003334727909,-0.024553561241534183,-0.006426474205878163,-0.008077870898230866,-0.033168714232896135,-0.008632169264904066,-0.012219202956916253,0.0030293572169612926,-0.005381982502975613,-0.005287574426627084,0.007426779156383345,-0.015463409288469454,0.001212137211292541,-0.002604228860538904,-0.015852153722386686,-0.015251880203413393,-0.012269400341709424,-0.033414010576788056,0.0008029789776164975,-0.005868271815662185,-0.010153791954338742,-0.017658985117726123,0.014396704649350722,-0.014624917599872056,-0.05236819329209452,-0.01713155031676805,-0.011786434048963845
0.024991535618466454,0.03775080864849589,0.015053526963856756,0.015074765138766377,-0.0020144144004743403,0.015731264177384574,0.002806787579169301,0.012349351045236823,0.006288517131563198,0.01270637538615449,-0.01029746184306446,0.00641152278311119,0.0039674747918085895,0.00804460445223576,0.061442298691935404,0.019553015141503094,-4.3198669956501234e-05,0.016586230713355077,-0.009159266669678146,0.003718603972763024,0.013146207918613317,0.029206987630792547,0.006016676381001451,0.009318990315693831,0.0060016721818927365,-0.0027311129857506833,0.01357728674707559,0.018998149339545245,-0.0007379080669717153,0.019636642097267343,0.034508698032985174,0.0044604882899494935,0.0006575264437473916,0.011732966903511999,-0.0002233452029153371,0.009913258101983624
-0.018155584151688386,0.03431623672010509,0.020983193281356893,-0.002758918594736537,0.00045746725608197814,0.0,0.002488019328498181,0.003965399750038401,-0.00012365938635094942,0.020965446259814557,-0.009055830673398324,0.006932000057360277,0.019134701729829562,-0.017903160327586765,0.017330996312491465,-0.01135025925876576,0.00888860939918179,-0.01261277749786427,-0.0076758028810346435,0.017191820029122784,0.0027316954077742928,0.0046315434174610814,0.007447476796903718,-0.0035436985900790807,-0.003945187876541745,-0.06298579741442334,-0.003705085012088327,0.015522678660985223,0.004084406933704043,-0.006898582776352469,0.014628467907552123,0.006952549622250226,-0.009481344828211835,0.005972352424214344,-0.008828779397683562,0.004447914765409289
-0.005607475110134819,0.08491020271123206,0.01981025285723259,-0.0005297459153184025,-0.014149610852522088,0.0014650336138652964,0.01799277262046095,-0.00680872489114448,-0.002104085599229033,0.0032064868545613745,0.01613832930358372,-0.009671401242441369,0.01122445251955373,-0.005632217976781373,-0.002385057453669681,0.004354780057566732,-0.008852987079447483,0.0030469536929136343,0.04158695716872107,-0.02744455541100943,0.011870025639160398,0.020929395292124786,0.015344986418689643,0.008104545572621857,0.036468159669007516,0.03516548800638697,0.012968438626260737,-0.01689144081366234,-0.014639284263210595,0.023154754792770404,-0.022615267536148176,-0.010468172967704414,-0.001848081828043635,0.008646038448556714,0.008757011082501043,0.01771263984493876
0.0071160121197995085,-0.03027492106926244,-0.005757998517495699,0.003945864774758556,0.002210152453025138,0.000626987372536858,-0.012341868339266981,0.017081794979142195,0.009177796406729222,0.0017320928461757035,0.007271416200458347,0.017392808656629954,0.006256352460620951,-0.007869215129002294,0.013433478630115125,-0.005518367043859995,0.005523168804645984,-0.0019862146816577164,0.019164687631955335,0.015735644938922988,0.006346189058743956,0.0121856551658861,0.005515755924161869,0.017158605692942697,-0.008435071037136255,0.015027231837614119,0.004330199880703933,0.015040972188973267,-0.019964563401376867,0.0008487704333621782,0.006759797235617038,0.013640001305408544,-0.002563536262532695,0.01685805839227439,0.01583457634383345,0.0100525653620116
0.00979874168095507,0.03571671105082119,0.010790077693880074,0.0003519023029880941,0.004574083906706772,0.010233896593253577,-0.013730315312843744,0.009868330759208233,0.009585847041975626,0.00969815072136293,0.005889040125203193,0.0016597544088232663,0.010629778371466836,0.004009405308231129,-0.0038193091709360916,-0.0019817430035994343,0.005449931574475597,-0.002107241540172944,0.02272194302504582,0.00724459886325568,-0.01958726332913352,0.01090565700787649,0.0569390244364234,-0.014037977366216925,0.0028669483390639794,0.01040827260735222,-0.006748503668593919,0.003107903355892061,0.010542608175584833,0.006924721447693738,0.0015729270925091132,0.0025758889362563764,0.012374983650535354,0.0048330973425882995,-0.0028975596355724775,0.016488335379758023
