AMZN,GOOG,BRK-B,UNH,V,PFE,CSCO,CVX,ABBV,ABT,CRM,VZ,QCOM,MCD,DHR,TXN,PM,HON,BMY,SCHW,C,BLK,IBM,PLD,TGT,DE,MMM,F,LRCX,MO,LMT,TFC
0.005841757049534824,0.0025664636690077014,-0.002330456478189191,0.016525317578046872,-0.005098915836382223,0.0014018891157137059,-0.009074784510481493,-0.012548626130858831,0.0032284807119893344,0.014110798178034178,-0.0009652134952312652,-0.004103775854018332,0.006734333732895115,0.007008147187924418,-0.01295982161390985,0.00957965543517858,-0.005153614883502078,0.003934859616381514,-0.004477266362624688,0.00796666646361155,-0.01824005885815938,0.0008749337721856154,-0.09563075966351464,0.010598219388054941,0.009450844210361575,-0.0032553681455790295,-0.0016445490476511004,0.031795357437536476,-0.017824928051927702,-0.004129669420127491,0.005415955928160132,-0.004696298509391461
-0.02895478052603584,-0.029104150880355673,0.0084372876659915,0.015555761386439881,0.004299819425642282,0.006999543084509341,-0.010414739551928953,0.009486315881078511,0.0034938728760429694,0.013354665270388422,0.009488975615632445,-0.008615796229007322,-0.01074789158218048,-0.012261740580376657,0.008495912376494053,-0.011028838323510537,0.0037297991579428036,-0.03171213258390582,-0.003632655598847845,0.015929014623616844,0.01219686707560852,0.012448493985508735,-0.0035065860499301493,-0.006485455815718355,0.006766052435009051,-0.0064736231366597785,-0.007247952288136017,-0.01631402071976884,0.002376632875088047,-0.00020733568485753473,0.003912681431964993,0.013526306127569665
-0.00455095304175035,0.0010676144048693548,0.003526550842514853,0.0007346852915091073,0.011460503188317261,-0.0002317290266506955,0.0005443484164078249,0.00930850135816974,-0.0058639891286227375,-0.0011048231639474437,0.004648673367821932,-0.006612497355963809,0.002355189696978899,-0.004613374945705351,-0.02323056655956457,0.0056763670263861865,-0.003509436284673706,0.0006440052842833222,0.003645899897523508,-0.007899483318970946,-0.007566138705544123,0.01067796145608213,-0.0018767054419209783,0.007638984192233744,0.01727041695382492,0.035249974933686534,0.00884954547500394,-0.017199113539041577,-0.00856778433543881,-0.005599305039527769,0.0046182203797053845,0.002017377380777896
0.016775223606413814,0.006478198468651941,0.0020326476884191536,0.011457458123609321,-0.00880794085208969,0.009501754512383664,0.01215091806557611,0.0021958308565586115,0.009124381112499691,0.012245249271159997,0.004048625032200048,0.009509347005552948,7.592642427645124e-05,-0.0038762503832775463,0.0027114540602626303,-0.016083903106090203,-0.003521875907183558,0.003585609518043098,0.007438114121020911,0.0020508564807277807,-0.0025413823605453523,0.007396736903386936,-0.003995647907809374,0.007787689850146995,-0.006222461221942699,-0.03280219911349869,-0.0013157328794906054,-0.0037500384888135008,-0.005489339594790255,0.003336742347981092,-0.11803463715352402,-0.0020133157630970455
0.004863619990854939,0.04836692760749273,-0.010555293999636728,-0.00255144852130873,-0.0691916672304328,-0.01354452278523921,0.006629630574364276,-0.017791340084575502,-0.009955234149112258,-0.003277935817661781,0.00013557164077049322,-0.008477808566382694,-0.005608725814510218,0.026689775843965702,-0.005506145089539727,-0.05015736236054458,-0.013825308957869153,-0.011909165735778604,-0.03004803022682545,-0.022995363624906506,-0.004812474581521675,-0.015361023444255384,-0.015417280007063439,-0.016207322141388425,-0.008464353658181545,-0.008559288948771004,-0.021519517223458906,-0.026976117824520807,0.008525498493560102,-0.012679266007921797,-0.00292246539121066,-0.022191270468245428
0.015941116489857077,-0.002038541463723287,0.006741269197426236,0.0043220981242393375,-0.027528056338582907,0.004887110444343756,0.001068029890903377,0.009369134735929485,0.011715878566801674,0.0,0.010943625455269279,0.003230100540675407,0.018978767189734347,0.011411866194171338,-0.0021949635890156083,0.004115378631573741,0.011594801617478279,0.012794360112563963,0.01132939188153581,0.010351187510317716,0.008107012477261977,0.019852396669045147,0.005352676448055593,0.01953278742990916,0.0065485902363675574,0.0339118865457575,0.00914485586322833,0.08704064668660738,0.02227155693952043,-0.06147360239346944,0.0013597998895238383,0.013966077686272671
-0.021511280852630987,0.014654802550988721,-0.009353829365110755,0.011044251019186824,0.009197541912252083,0.012969032829234672,-0.004800904547319407,0.012110967672566364,0.04559129853831112,0.009239603198250457,0.00439036643594215,0.003598527597888035,-0.004862111663477164,0.0002036826243472234,0.023639843708484376,0.004070318245310789,-0.01490050629408679,0.0006407516356878862,0.022230022206379818,0.00048784595818540666,-0.01719481365987907,0.008530376192185773,-0.005880437151952411,-0.011658748427266996,0.005421733396438144,-0.02113248169428894,-0.0066158650424423815,0.013048579851987707,-0.0042052614621421736,-0.010542894484888876,0.0028063440609016332,-0.006573788830658511
-0.01610702826146615,-0.030326307089415305,-0.0026829013102324106,-0.013811977264331254,0.003258224779976171,-0.0022862985638293365,0.00232266721366603,0.00034937708687587943,0.0012209202896757976,0.000388012942476923,0.010243943071871264,-0.0007549373646784652,0.013304286068053894,0.020484587195839676,-0.0067036938145321745,-5.330972404349321e-05,-0.011846889006570716,0.005214558509007761,0.004794476093018085,-0.0019504323222169218,0.006506606772907597,-0.007663316084865812,0.009432446203136102,-0.0015866883044142188,-0.006547922203866796,0.048026665364660825,0.005037000737982966,0.05093684325713599,0.01630673272616101,-0.0013602967003395472,-0.00418282854208496,0.015125233130117044
-0.001615409750835517,0.014529758364050238,0.005904145119703497,-0.004558350274856848,-0.015626459155166805,0.041475712539747134,0.027094497879532664,-0.006111862563179082,0.014981241220355157,-0.00953932605752783,0.0006275678269178631,-0.007176594280247972,0.0031155575072130404,-0.005347528422119829,0.011528048748620012,0.00997490321123995,0.006422556113758526,0.0065070833297593555,-0.0008520571576704494,-0.0012215425600968777,-0.014509440128926965,0.01241147943304921,-0.0007919055799566754,0.015891675457387455,0.009072574541298728,-0.009616789205564302,0.013308776094743013,0.0033425457406757175,0.00258395587143756,0.0022701905385456023,-0.013960663446253019,-0.0020176309630388634
0.02150781073126562,0.006355291952186759,0.0027437521794106967,0.011702491389360192,-0.004972696834180557,-0.013861413970229886,0.0005207025028615142,-0.007203723310202137,0.008924747670727928,0.0077518664154332395,-0.00019804441715209897,0.007038264573798969,0.02403303093410769,0.004654048411435907,-0.0076615014499541445,-0.000792193405437347,0.00755168092182279,0.007278814360892394,0.012450984458896697,0.019077930123551967,0.0058309261629183595,0.004061837167352866,0.007528937139031022,0.004216784241223737,0.0005762920419341011,-0.03447792210790823,0.001428822982763922,0.03442531867607834,0.012468702547842936,0.018346531365518448,0.015445477594222323,0.013063743306839681
0.027482269503546153,0.012895927056191248,-0.003567465970289785,-0.0012462952074071554,0.0032675739433216666,-0.013054283751313123,-0.009193513529056174,0.004424372942945398,-0.0043378290227905625,0.0030302788739389186,0.017002851356661353,-0.020589395661974375,0.12731088170811855,0.012220539324834911,-0.015634639641940673,0.010148518125528305,-0.010661868700577615,-0.0013913315258677894,-0.00185314274819659,-0.02256087691087416,-0.02898550724637683,0.002458723032214616,-0.005670582567199878,0.0014900287599102224,0.00011523906049126786,0.022737290888129813,-0.00888984071626564,0.04240478260645908,0.029807261553585818,-0.007784714954060079,0.012524489062302635,-0.021185225199584545
0.012076499923605155,0.003753003564581636,0.0006604415857132118,-0.0020799070681246645,0.0377910235199741,0.10855193390804074,-0.000875322208254592,0.010836013508845888,0.0010251085411949745,-0.036563560089040714,-0.0025646296682486636,0.007521767482822961,0.04432770048355161,0.004931723583757597,-0.045459009178487,0.011982592636802014,0.006188613594601655,0.01604561065183452,0.003375570505123049,-0.003683242981194379,-0.00014928561538007923,0.0011215852818395877,0.022838234836894955,-0.007979959450625351,-0.02369071471848283,0.012398471959088164,0.0065887578711969486,-0.006694132457076063,0.02010929587019361,0.013225818793767052,0.013085027918676051,0.008312469831907254
